frame 1:(118,72), (112,96), (120,169), (136,241), (131,260), (174,268), (191,258), 
frame 2:(118,71), (112,95), (120,169), (136,241), (131,259), (173,267), (190,258), 
frame 3:(119,71), (113,95), (120,169), (136,241), (131,259), (174,268), (191,258), 
frame 4:(119,71), (113,95), (120,169), (136,241), (131,260), (173,268), (191,258), 
frame 5:(120,71), (113,95), (120,169), (136,241), (131,260), (174,268), (191,258), 
frame 6:(120,71), (114,95), (121,169), (136,241), (131,260), (174,268), (191,258), 
frame 7:(121,71), (114,95), (121,169), (136,241), (131,260), (174,268), (191,258), 
frame 8:(121,71), (115,95), (121,169), (136,241), (131,260), (174,268), (191,258), 
frame 9:(121,71), (115,95), (121,169), (136,241), (131,260), (174,268), (191,258), 
frame 10:(122,71), (115,95), (121,168), (136,241), (131,260), (173,268), (191,258), 
frame 11:(122,71), (116,95), (122,168), (136,241), (131,260), (173,268), (191,258), 
frame 12:(123,71), (116,95), (122,168), (136,241), (131,260), (173,268), (191,258), 
frame 13:(123,71), (116,95), (122,168), (136,241), (131,260), (173,268), (191,258), 
frame 14:(123,71), (116,95), (122,168), (136,241), (131,260), (173,268), (191,258), 
frame 15:(124,71), (117,95), (122,168), (136,241), (131,260), (173,268), (191,258), 
frame 16:(124,71), (117,95), (122,169), (136,241), (131,260), (173,268), (191,258), 
frame 17:(124,71), (117,95), (122,169), (136,241), (131,260), (173,268), (191,258), 
frame 18:(125,71), (117,95), (123,169), (136,241), (131,260), (173,268), (191,258), 
frame 19:(125,71), (118,95), (123,169), (136,241), (131,260), (173,268), (191,258), 
frame 20:(125,71), (118,95), (123,169), (136,241), (131,260), (173,268), (191,258), 
frame 21:(125,71), (118,95), (123,169), (136,241), (131,260), (173,268), (191,258), 
frame 22:(126,72), (119,95), (123,169), (136,241), (131,260), (174,268), (191,258), 
frame 23:(126,72), (119,96), (123,169), (136,241), (131,260), (173,268), (191,258), 
frame 24:(126,72), (119,96), (123,169), (136,241), (131,260), (173,268), (191,258), 
frame 25:(126,72), (119,96), (124,169), (136,241), (131,260), (173,268), (191,258), 
frame 26:(127,72), (119,96), (124,169), (136,241), (131,260), (173,268), (191,258), 
frame 27:(127,72), (120,96), (124,169), (136,241), (131,260), (173,268), (191,258), 
frame 28:(127,72), (120,96), (124,169), (136,241), (131,260), (173,268), (191,258), 
frame 29:(127,72), (120,96), (124,169), (136,241), (131,260), (173,268), (191,258), 
frame 30:(128,72), (120,96), (124,169), (136,241), (131,260), (173,268), (191,258), 
frame 31:(128,72), (121,96), (124,169), (136,241), (131,260), (173,268), (191,258), 
frame 32:(128,72), (121,96), (124,170), (136,241), (131,260), (173,268), (191,258), 
frame 33:(129,72), (121,96), (124,170), (136,242), (131,260), (173,268), (191,258), 
frame 34:(129,72), (121,96), (125,170), (136,242), (131,260), (173,268), (191,258), 
frame 35:(129,72), (121,96), (125,170), (136,242), (131,260), (173,268), (191,258), 
frame 36:(130,72), (122,96), (125,170), (136,242), (130,260), (173,268), (191,258), 
frame 37:(130,72), (122,96), (125,170), (136,242), (130,260), (173,268), (191,258), 
frame 38:(130,72), (122,96), (125,170), (136,242), (131,260), (173,268), (191,258), 
frame 39:(130,72), (123,96), (125,170), (136,242), (130,260), (173,268), (191,258), 
frame 40:(131,72), (123,96), (125,170), (136,242), (130,260), (173,268), (191,258), 
frame 41:(131,72), (123,96), (125,170), (136,242), (130,260), (173,268), (191,258), 
frame 42:(132,72), (124,96), (126,170), (136,242), (130,260), (173,268), (191,258), 
frame 43:(132,72), (124,96), (126,170), (136,242), (130,260), (173,268), (191,258), 
frame 44:(133,72), (124,97), (126,170), (136,242), (130,260), (173,268), (191,258), 
frame 45:(133,73), (125,96), (126,170), (136,242), (130,260), (173,268), (191,258), 
frame 46:(133,73), (125,96), (127,170), (136,242), (130,260), (173,268), (191,258), 
frame 47:(134,73), (125,96), (127,170), (136,242), (130,260), (173,268), (191,258), 
frame 48:(134,73), (126,97), (127,170), (136,242), (130,260), (173,268), (191,258), 
frame 49:(134,73), (126,97), (127,170), (136,241), (130,260), (173,268), (191,258), 
frame 50:(135,73), (127,97), (127,170), (136,241), (130,260), (174,268), (191,258), 
frame 51:(135,73), (127,97), (127,170), (136,242), (131,260), (174,268), (191,258), 
frame 52:(136,73), (127,97), (128,170), (136,242), (131,260), (174,268), (191,258), 
frame 53:(136,73), (128,97), (128,170), (136,242), (131,260), (174,268), (191,258), 
frame 54:(137,73), (128,97), (128,170), (137,242), (131,260), (173,268), (191,258), 
frame 55:(137,73), (128,97), (128,170), (137,242), (131,260), (173,268), (191,258), 
frame 56:(137,73), (129,97), (129,170), (137,242), (131,260), (174,268), (191,258), 
frame 57:(138,73), (129,97), (129,170), (137,242), (131,260), (173,268), (191,258), 
frame 58:(138,73), (129,97), (129,170), (137,242), (131,260), (173,268), (191,258), 
frame 59:(139,73), (130,97), (129,171), (137,242), (130,260), (173,268), (191,258), 
frame 60:(139,73), (130,97), (129,171), (137,242), (130,260), (173,268), (191,258), 
frame 61:(139,73), (130,97), (130,171), (137,242), (130,260), (173,268), (191,258), 
frame 62:(140,73), (131,97), (130,171), (137,242), (130,260), (174,268), (191,258), 
frame 63:(140,73), (131,97), (130,171), (137,242), (130,260), (174,268), (191,258), 
frame 64:(140,73), (131,97), (130,171), (137,242), (130,260), (174,268), (191,258), 
frame 65:(141,73), (132,97), (130,171), (137,242), (130,260), (174,268), (191,258), 
frame 66:(141,73), (132,97), (130,171), (137,242), (130,260), (174,268), (191,258), 
frame 67:(142,73), (132,97), (130,171), (137,241), (130,260), (173,268), (191,258), 
frame 68:(142,74), (132,97), (131,171), (137,242), (130,260), (173,268), (191,258), 
frame 69:(142,74), (133,97), (131,171), (137,241), (131,260), (173,268), (191,258), 
frame 70:(143,74), (133,97), (131,171), (137,242), (130,260), (173,268), (191,258), 
frame 71:(143,74), (133,98), (131,171), (137,242), (130,260), (173,268), (191,258), 
frame 72:(143,74), (134,98), (132,171), (137,241), (130,260), (173,268), (191,258), 
frame 73:(144,74), (134,98), (131,171), (137,242), (130,260), (173,268), (191,258), 
frame 74:(144,74), (134,98), (132,171), (137,242), (130,260), (173,268), (191,258), 
frame 75:(144,74), (135,98), (132,171), (137,242), (130,260), (173,268), (191,258), 
frame 76:(145,74), (135,98), (132,171), (137,241), (130,260), (173,268), (191,258), 
frame 77:(145,74), (135,98), (132,171), (137,242), (130,260), (173,268), (191,258), 
frame 78:(145,74), (135,98), (133,171), (137,242), (130,260), (173,268), (191,258), 
frame 79:(146,74), (136,98), (133,171), (137,241), (130,260), (173,268), (191,258), 
frame 80:(146,74), (136,98), (133,171), (137,241), (130,260), (173,268), (191,258), 
frame 81:(147,74), (136,98), (133,171), (137,241), (130,260), (173,268), (191,258), 
frame 82:(147,74), (137,98), (133,171), (137,242), (130,260), (173,268), (191,258), 
frame 83:(147,75), (137,98), (133,171), (137,242), (130,260), (173,268), (191,258), 
frame 84:(147,75), (137,98), (133,171), (137,242), (130,260), (173,268), (191,258), 
frame 85:(148,75), (138,98), (134,171), (137,242), (130,260), (173,268), (191,258), 
frame 86:(148,75), (138,98), (134,171), (137,242), (130,260), (173,268), (191,258), 
frame 87:(148,75), (138,98), (134,171), (137,242), (130,260), (173,268), (191,258), 
frame 88:(149,75), (138,98), (134,171), (137,242), (130,260), (173,268), (191,258), 
frame 89:(149,75), (139,98), (134,171), (137,242), (131,260), (173,268), (191,258), 
frame 90:(149,75), (139,98), (134,171), (137,242), (131,260), (173,268), (191,258), 
frame 91:(150,75), (139,98), (134,171), (137,242), (131,260), (173,268), (191,258), 
frame 92:(150,75), (139,98), (134,171), (137,242), (131,260), (173,268), (191,258), 
frame 93:(150,75), (140,99), (134,171), (137,242), (130,260), (173,268), (191,258), 
frame 94:(151,75), (140,99), (135,172), (137,242), (130,260), (173,268), (191,258), 
frame 95:(151,75), (140,99), (135,171), (137,242), (130,260), (173,268), (191,259), 
frame 96:(151,76), (141,99), (135,172), (137,242), (130,260), (173,268), (191,259), 
frame 97:(152,76), (141,99), (135,172), (137,242), (130,260), (173,268), (191,259), 
frame 98:(152,76), (141,99), (135,172), (137,242), (130,260), (174,268), (191,259), 
frame 99:(153,76), (142,99), (136,172), (137,242), (130,260), (173,268), (191,259), 
frame 100:(153,76), (142,99), (136,172), (137,242), (130,260), (173,268), (191,259), 
frame 101:(153,76), (143,99), (136,172), (137,242), (130,260), (173,268), (191,259), 
frame 102:(153,76), (143,99), (136,172), (137,242), (130,260), (173,269), (191,259), 
frame 103:(154,76), (143,99), (136,172), (137,242), (130,260), (173,268), (191,259), 
frame 104:(154,76), (143,99), (136,172), (137,242), (130,260), (173,268), (191,259), 
frame 105:(154,76), (144,99), (136,172), (137,242), (130,260), (173,268), (191,259), 
frame 106:(155,76), (144,99), (136,172), (137,242), (130,260), (173,268), (191,259), 
frame 107:(155,76), (144,99), (137,172), (137,242), (130,260), (173,268), (191,259), 
frame 108:(155,76), (144,99), (137,172), (137,242), (130,260), (173,268), (191,259), 
frame 109:(156,76), (145,99), (137,172), (137,242), (130,260), (173,269), (191,259), 
frame 110:(156,76), (145,100), (137,172), (137,242), (130,260), (173,269), (191,259), 
frame 111:(156,77), (145,100), (137,172), (137,242), (130,260), (173,269), (191,259), 
frame 112:(157,77), (145,100), (137,172), (137,242), (130,260), (173,269), (191,259), 
frame 113:(157,77), (146,100), (137,172), (137,242), (131,260), (173,269), (191,259), 
frame 114:(157,77), (146,100), (138,172), (137,242), (131,260), (173,269), (191,259), 
frame 115:(158,77), (146,100), (138,172), (138,242), (131,260), (173,269), (191,259), 
frame 116:(158,77), (147,100), (138,172), (138,242), (131,260), (173,269), (191,259), 
frame 117:(159,77), (147,100), (138,172), (138,242), (131,260), (173,269), (191,259), 
frame 118:(159,77), (147,100), (138,172), (138,242), (131,260), (173,269), (191,259), 
frame 119:(159,77), (148,100), (138,172), (138,242), (131,260), (173,269), (191,259), 
frame 120:(159,77), (148,100), (138,172), (138,242), (131,260), (173,269), (191,259), 
frame 121:(160,77), (148,100), (139,172), (138,242), (131,260), (173,269), (191,259), 
frame 122:(160,77), (149,100), (139,172), (138,242), (131,260), (173,269), (191,259), 
frame 123:(161,77), (149,100), (139,172), (138,242), (131,260), (173,269), (191,259), 
frame 124:(161,77), (150,100), (139,172), (138,242), (131,260), (173,269), (191,259), 
frame 125:(161,77), (150,100), (140,172), (138,242), (131,260), (173,269), (191,259), 
frame 126:(162,77), (150,100), (140,172), (138,242), (131,260), (173,269), (191,259), 
frame 127:(162,77), (151,100), (140,172), (138,242), (131,260), (173,269), (191,259), 
frame 128:(163,78), (151,100), (140,172), (138,241), (131,260), (173,269), (191,259), 
frame 129:(163,78), (151,100), (140,172), (138,241), (131,260), (173,269), (191,259), 
frame 130:(164,78), (152,100), (141,172), (138,241), (131,260), (173,269), (191,259), 
frame 131:(164,78), (152,100), (141,172), (138,241), (131,260), (173,269), (191,259), 
frame 132:(164,78), (152,100), (141,172), (138,241), (131,260), (173,269), (191,259), 
frame 133:(165,78), (153,100), (141,172), (138,241), (131,260), (173,269), (191,259), 
frame 134:(165,78), (153,100), (141,172), (138,241), (131,260), (173,269), (191,259), 
frame 135:(166,78), (154,100), (142,172), (138,241), (131,260), (173,269), (191,259), 
frame 136:(166,78), (154,100), (142,172), (138,241), (131,259), (173,269), (191,259), 
frame 137:(167,78), (155,100), (142,172), (138,241), (131,259), (173,269), (191,260), 
frame 138:(167,78), (155,100), (142,172), (138,241), (131,259), (173,269), (191,260), 
frame 139:(168,78), (155,100), (143,172), (138,241), (131,259), (173,269), (191,260), 
frame 140:(169,78), (156,100), (143,172), (138,241), (131,259), (173,269), (191,260), 
frame 141:(169,78), (156,100), (143,172), (138,241), (131,259), (173,269), (191,260), 
frame 142:(169,78), (157,100), (143,172), (138,240), (131,259), (173,269), (191,260), 
frame 143:(170,78), (157,100), (143,172), (138,240), (131,259), (173,269), (191,260), 
frame 144:(170,78), (158,100), (144,172), (138,240), (131,259), (173,269), (191,260), 
frame 145:(171,79), (158,100), (144,172), (138,240), (131,258), (173,269), (191,260), 
frame 146:(171,79), (158,100), (144,172), (138,240), (131,258), (173,269), (191,260), 
frame 147:(172,78), (159,100), (144,172), (139,240), (132,258), (173,269), (191,260), 
frame 148:(172,78), (159,100), (144,172), (139,240), (132,258), (173,269), (191,260), 
frame 149:(173,79), (160,100), (145,172), (139,240), (132,258), (173,269), (191,260), 
frame 150:(173,79), (160,100), (145,172), (139,240), (132,258), (173,269), (191,260), 
frame 151:(174,79), (161,100), (145,172), (139,240), (132,257), (173,269), (191,260), 
frame 152:(174,78), (161,100), (145,171), (139,240), (132,257), (173,269), (191,260), 
frame 153:(175,79), (162,100), (146,171), (139,240), (132,257), (173,269), (191,260), 
frame 154:(176,79), (162,100), (146,171), (139,239), (132,257), (173,269), (191,260), 
frame 155:(176,79), (163,100), (146,171), (139,239), (132,257), (173,269), (191,260), 
frame 156:(177,79), (163,100), (147,171), (139,239), (132,257), (173,269), (191,260), 
frame 157:(177,79), (164,100), (147,171), (139,239), (132,256), (173,269), (191,260), 
frame 158:(178,79), (165,100), (147,171), (140,239), (132,256), (173,269), (191,260), 
frame 159:(179,79), (165,100), (147,170), (140,238), (132,256), (173,269), (191,260), 
frame 160:(180,79), (166,100), (148,170), (140,238), (132,256), (173,269), (191,260), 
frame 161:(180,79), (166,100), (148,170), (140,238), (132,256), (173,269), (191,260), 
frame 162:(181,79), (167,100), (149,170), (140,238), (132,255), (173,269), (191,260), 
frame 163:(182,78), (168,100), (149,170), (140,238), (132,255), (173,269), (191,260), 
frame 164:(183,78), (169,99), (149,170), (140,237), (132,255), (173,269), (191,260), 
frame 165:(183,78), (169,99), (150,169), (140,237), (132,254), (173,269), (191,260), 
frame 166:(184,78), (170,99), (150,169), (140,237), (132,254), (173,269), (191,260), 
frame 167:(185,78), (171,99), (150,169), (140,237), (132,254), (173,269), (191,260), 
